p,o,f,g,sp,plant,week,sample,rh,prcp,tempavg,tempmax,smobs,seqct
Ascomycota,Pleosporales,Didymellaceae,Epicoccum,Epicoccum nigrum,#9,1,#9.1,68.5,0.32,73.1,89,0,10
Basidiomycota,Erythrobasidiales,Erythrobasidiaceae,Erythrobasidium,Erythrobasidium sp.,#11,1,#11.1,68.5,0.32,73.1,89,0,0
Basidiomycota,Erythrobasidiales,Erythrobasidiaceae,Erythrobasidium,Erythrobasidium yunnanense,#11,1,#11.1,68.5,0.32,73.1,89,0,0
Basidiomycota,Erythrobasidiales,Erythrobasidiaceae,Erythrobasidium,Erythrobasidium sp.,#9,1,#9.1,68.5,0.32,73.1,89,0,0
Basidiomycota,Erythrobasidiales,Erythrobasidiaceae,Erythrobasidium,Erythrobasidium yunnanense,#9,1,#9.1,68.5,0.32,73.1,89,0,118
Basidiomycota,Filobasidiales,Filobasidiaceae,Filobasidium,Filobasidium sp.,#11,1,#11.1,68.5,0.32,73.1,89,0,0
Basidiomycota,Filobasidiales,Filobasidiaceae,Filobasidium,Filobasidium wieringae,#11,1,#11.1,68.5,0.32,73.1,89,0,1
Basidiomycota,Filobasidiales,Filobasidiaceae,Filobasidium,Filobasidium wieringae,#11,1,#11.1,68.5,0.32,73.1,89,0,0
Basidiomycota,Filobasidiales,Filobasidiaceae,Filobasidium,Filobasidium wieringae,#11,1,#11.1,68.5,0.32,73.1,89,0,0
Basidiomycota,Filobasidiales,Filobasidiaceae,Filobasidium,Filobasium wieringae,#11,1,#11.1,68.5,0.32,73.1,89,0,0
Basidiomycota,Filobasidiales,Filobasidiaceae,Filobasidium,Filobasidium sp.,#9,1,#9.1,68.5,0.32,73.1,89,0,2
Basidiomycota,Filobasidiales,Filobasidiaceae,Filobasidium,Filobasidium wieringae,#9,1,#9.1,68.5,0.32,73.1,89,0,233
Basidiomycota,Filobasidiales,Filobasidiaceae,Filobasidium,Filobasidium wieringae,#9,1,#9.1,68.5,0.32,73.1,89,0,11
Basidiomycota,Filobasidiales,Filobasidiaceae,Filobasidium,Filobasidium wieringae,#9,1,#9.1,68.5,0.32,73.1,89,0,12
Basidiomycota,Filobasidiales,Filobasidiaceae,Filobasidium,Filobasium wieringae,#9,1,#9.1,68.5,0.32,73.1,89,0,0
Basidiomycota,Tremellales,Bulleraceae,Fonsecazyma,Fonsecazyma sp.,#11,1,#11.1,68.5,0.32,73.1,89,0,0
Basidiomycota,Tremellales,Bulleraceae,Fonsecazyma,Fonsecazyma sp.,#9,1,#9.1,68.5,0.32,73.1,89,0,19
Basidiomycota,Tremellales,Bulleraceae,Genolevuria,Genolevuria sp.,#11,1,#11.1,68.5,0.32,73.1,89,0,0
Basidiomycota,Tremellales,Bulleraceae,Genolevuria,Genolevuria sp.,#11,1,#11.1,68.5,0.32,73.1,89,0,0
Basidiomycota,Tremellales,Bulleraceae,Genolevuria,Genolevuria amylolytica,#11,1,#11.1,68.5,0.32,73.1,89,0,0
Basidiomycota,Tremellales,Bulleraceae,Genolevuria,Genolevuria amylolytica,#11,1,#11.1,68.5,0.32,73.1,89,0,0
Basidiomycota,Tremellales,Bulleraceae,Genolevuria,Genolevuria amylolytica,#11,1,#11.1,68.5,0.32,73.1,89,0,0
Basidiomycota,Tremellales,Bulleraceae,Genolevuria,Genolevuria amylolytica,#11,1,#11.1,68.5,0.32,73.1,89,0,0
Basidiomycota,Tremellales,Bulleraceae,Genolevuria,Genolevuria amylolytica,#11,1,#11.1,68.5,0.32,73.1,89,0,0
Basidiomycota,Tremellales,Bulleraceae,Genolevuria,Genolevuria amylolytica,#11,1,#11.1,68.5,0.32,73.1,89,0,0
Basidiomycota,Tremellales,Bulleraceae,Genolevuria,Genolevuria sp.,#9,1,#9.1,68.5,0.32,73.1,89,0,6
Basidiomycota,Tremellales,Bulleraceae,Genolevuria,Genolevuria sp.,#9,1,#9.1,68.5,0.32,73.1,89,0,14
Basidiomycota,Tremellales,Bulleraceae,Genolevuria,Genolevuria amylolytica,#9,1,#9.1,68.5,0.32,73.1,89,0,79
Basidiomycota,Tremellales,Bulleraceae,Genolevuria,Genolevuria amylolytica,#9,1,#9.1,68.5,0.32,73.1,89,0,7
Basidiomycota,Tremellales,Bulleraceae,Genolevuria,Genolevuria amylolytica,#9,1,#9.1,68.5,0.32,73.1,89,0,2
Basidiomycota,Tremellales,Bulleraceae,Genolevuria,Genolevuria amylolytica,#9,1,#9.1,68.5,0.32,73.1,89,0,0
Basidiomycota,Tremellales,Bulleraceae,Genolevuria,Genolevuria amylolytica,#9,1,#9.1,68.5,0.32,73.1,89,0,24
Basidiomycota,Tremellales,Bulleraceae,Genolevuria,Genolevuria amylolytica,#9,1,#9.1,68.5,0.32,73.1,89,0,11
Basidiomycota,Tremellales,Bulleribasidiaceae,Hannaella,Hannaella sp.,#11,1,#11.1,68.5,0.32,73.1,89,0,0
Basidiomycota,Tremellales,Bulleribasidiaceae,Hannaella,Hannaella sinensis,#11,1,#11.1,68.5,0.32,73.1,89,0,0
Basidiomycota,Tremellales,Bulleribasidiaceae,Hannaella,Hannaella zeae,#11,1,#11.1,68.5,0.32,73.1,89,0,1
Basidiomycota,Tremellales,Bulleribasidiaceae,Hannaella,Hannaella luteola,#11,1,#11.1,68.5,0.32,73.1,89,0,1
Basidiomycota,Tremellales,Bulleribasidiaceae,Hannaella,Hannaella luteola,#11,1,#11.1,68.5,0.32,73.1,89,0,0
Basidiomycota,Tremellales,Bulleribasidiaceae,Hannaella,Hannaella sp.,#9,1,#9.1,68.5,0.32,73.1,89,0,0
Basidiomycota,Tremellales,Bulleribasidiaceae,Hannaella,Hannaella sinensis,#9,1,#9.1,68.5,0.32,73.1,89,0,0
Basidiomycota,Tremellales,Bulleribasidiaceae,Hannaella,Hannaella zeae,#9,1,#9.1,68.5,0.32,73.1,89,0,180
Basidiomycota,Tremellales,Bulleribasidiaceae,Hannaella,Hannaella luteola,#9,1,#9.1,68.5,0.32,73.1,89,0,15
Basidiomycota,Tremellales,Bulleribasidiaceae,Hannaella,Hannaella luteola,#9,1,#9.1,68.5,0.32,73.1,89,0,0
Ascomycota,Dothideales,Dothioraceae,Hormonema,Hormonema prunorum,#11,1,#11.1,68.5,0.32,73.1,89,0,0
Ascomycota,Dothideales,Dothioraceae,Hormonema,Hormonema prunorum,#9,1,#9.1,68.5,0.32,73.1,89,0,1
Basidiomycota,Agaricostilbales,Kondoaceae,Kondoa,Kondoa thailandica,#11,1,#11.1,68.5,0.32,73.1,89,0,0
Basidiomycota,Agaricostilbales,Kondoaceae,Kondoa,Kondoa yuccicola,#11,1,#11.1,68.5,0.32,73.1,89,0,0
Basidiomycota,Agaricostilbales,Kondoaceae,Kondoa,Kondoa thailandica,#9,1,#9.1,68.5,0.32,73.1,89,0,0
Basidiomycota,Agaricostilbales,Kondoaceae,Kondoa,Kondoa yuccicola,#9,1,#9.1,68.5,0.32,73.1,89,0,40
Ascomycota,Pleosporales,Didymellaceae,Leptosphaerulina,Leptosphaerulina sp.,#11,1,#11.1,68.5,0.32,73.1,89,0,0
Ascomycota,Pleosporales,Didymellaceae,Leptosphaerulina,Leptosphaerulina sp.,#11,1,#11.1,68.5,0.32,73.1,89,0,0
Ascomycota,Pleosporales,Didymellaceae,Leptosphaerulina,Leptosphaerulina sp.,#11,1,#11.1,68.5,0.32,73.1,89,0,1
Ascomycota,Pleosporales,Didymellaceae,Leptosphaerulina,Leptosphaerulina sp.,#11,1,#11.1,68.5,0.32,73.1,89,0,0
Ascomycota,Pleosporales,Didymellaceae,Leptosphaerulina,Leptosphaerulina sp.,#11,1,#11.1,68.5,0.32,73.1,89,0,0
Ascomycota,Pleosporales,Didymellaceae,Leptosphaerulina,Leptosphaerulina sp.,#11,1,#11.1,68.5,0.32,73.1,89,0,0
Ascomycota,Pleosporales,Didymellaceae,Leptosphaerulina,Leptosphaerulina sp.,#11,1,#11.1,68.5,0.32,73.1,89,0,0
Ascomycota,Pleosporales,Didymellaceae,Leptosphaerulina,Leptosphaerulina sp.,#11,1,#11.1,68.5,0.32,73.1,89,0,0
Ascomycota,Pleosporales,Didymellaceae,Leptosphaerulina,Leptosphaerulina chartarum,#11,1,#11.1,68.5,0.32,73.1,89,0,20
Ascomycota,Pleosporales,Didymellaceae,Leptosphaerulina,Leptosphaerulina chartarum,#11,1,#11.1,68.5,0.32,73.1,89,0,3
Ascomycota,Pleosporales,Didymellaceae,Leptosphaerulina,Leptosphaerulina chartarum,#11,1,#11.1,68.5,0.32,73.1,89,0,0
Ascomycota,Pleosporales,Didymellaceae,Leptosphaerulina,Leptosphaerulina australis,#11,1,#11.1,68.5,0.32,73.1,89,0,0
Ascomycota,Pleosporales,Didymellaceae,Leptosphaerulina,Leptosphaerulina australis,#11,1,#11.1,68.5,0.32,73.1,89,0,59
Ascomycota,Pleosporales,Didymellaceae,Leptosphaerulina,Leptosphaerulina australis,#11,1,#11.1,68.5,0.32,73.1,89,0,1
Ascomycota,Pleosporales,Didymellaceae,Leptosphaerulina,Leptosphaerulina australis,#11,1,#11.1,68.5,0.32,73.1,89,0,0
Ascomycota,Pleosporales,Didymellaceae,Leptosphaerulina,Leptosphaerulina australis,#11,1,#11.1,68.5,0.32,73.1,89,0,1
Ascomycota,Pleosporales,Didymellaceae,Leptosphaerulina,Leptosphaerulina australis,#11,1,#11.1,68.5,0.32,73.1,89,0,2
Ascomycota,Pleosporales,Didymellaceae,Leptosphaerulina,Leptosphaerulina australis,#11,1,#11.1,68.5,0.32,73.1,89,0,0
Ascomycota,Pleosporales,Didymellaceae,Leptosphaerulina,Leptosphaerulina australis,#11,1,#11.1,68.5,0.32,73.1,89,0,1
Ascomycota,Pleosporales,Didymellaceae,Leptosphaerulina,Leptosphaerulina australis,#11,1,#11.1,68.5,0.32,73.1,89,0,0
Ascomycota,Pleosporales,Didymellaceae,Leptosphaerulina,Leptosphaerulina australis,#11,1,#11.1,68.5,0.32,73.1,89,0,0
Ascomycota,Pleosporales,Didymellaceae,Leptosphaerulina,Leptosphaerulina australis,#11,1,#11.1,68.5,0.32,73.1,89,0,0
Ascomycota,Pleosporales,Didymellaceae,Leptosphaerulina,Leptosphaerulina australis,#11,1,#11.1,68.5,0.32,73.1,89,0,0
Ascomycota,Pleosporales,Didymellaceae,Leptosphaerulina,Leptosphaerulina australis,#11,1,#11.1,68.5,0.32,73.1,89,0,3
Ascomycota,Pleosporales,Didymellaceae,Leptosphaerulina,Leptosphaerulina australis,#11,1,#11.1,68.5,0.32,73.1,89,0,0
Ascomycota,Pleosporales,Didymellaceae,Leptosphaerulina,Leptosphaerulina australis,#11,1,#11.1,68.5,0.32,73.1,89,0,0
Ascomycota,Pleosporales,Didymellaceae,Leptosphaerulina,Leptosphaerulina australis,#11,1,#11.1,68.5,0.32,73.1,89,0,0
Ascomycota,Pleosporales,Didymellaceae,Leptosphaerulina,Leptosphaerulina australis,#11,1,#11.1,68.5,0.32,73.1,89,0,0
Ascomycota,Pleosporales,Didymellaceae,Leptosphaerulina,Leptosphaerulina australis,#11,1,#11.1,68.5,0.32,73.1,89,0,0
Ascomycota,Pleosporales,Didymellaceae,Leptosphaerulina,Leptosphaerulina australis,#11,1,#11.1,68.5,0.32,73.1,89,0,0
Ascomycota,Pleosporales,Didymellaceae,Leptosphaerulina,Leptosphaerulina australis,#11,1,#11.1,68.5,0.32,73.1,89,0,2
Ascomycota,Pleosporales,Didymellaceae,Leptosphaerulina,Leptosphaerulina australis,#11,1,#11.1,68.5,0.32,73.1,89,0,0
Ascomycota,Pleosporales,Didymellaceae,Leptosphaerulina,Leptosphaerulina australis,#11,1,#11.1,68.5,0.32,73.1,89,0,1
Ascomycota,Pleosporales,Didymellaceae,Leptosphaerulina,Leptosphaerulina sp.,#9,1,#9.1,68.5,0.32,73.1,89,0,4
Ascomycota,Pleosporales,Didymellaceae,Leptosphaerulina,Leptosphaerulina sp.,#9,1,#9.1,68.5,0.32,73.1,89,0,7
Ascomycota,Pleosporales,Didymellaceae,Leptosphaerulina,Leptosphaerulina sp.,#9,1,#9.1,68.5,0.32,73.1,89,0,6
Ascomycota,Pleosporales,Didymellaceae,Leptosphaerulina,Leptosphaerulina sp.,#9,1,#9.1,68.5,0.32,73.1,89,0,4
Ascomycota,Pleosporales,Didymellaceae,Leptosphaerulina,Leptosphaerulina sp.,#9,1,#9.1,68.5,0.32,73.1,89,0,3
Ascomycota,Pleosporales,Didymellaceae,Leptosphaerulina,Leptosphaerulina sp.,#9,1,#9.1,68.5,0.32,73.1,89,0,6
Ascomycota,Pleosporales,Didymellaceae,Leptosphaerulina,Leptosphaerulina sp.,#9,1,#9.1,68.5,0.32,73.1,89,0,1
Ascomycota,Pleosporales,Didymellaceae,Leptosphaerulina,Leptosphaerulina sp.,#9,1,#9.1,68.5,0.32,73.1,89,0,3
Ascomycota,Pleosporales,Didymellaceae,Leptosphaerulina,Leptosphaerulina chartarum,#9,1,#9.1,68.5,0.32,73.1,89,0,91
Ascomycota,Pleosporales,Didymellaceae,Leptosphaerulina,Leptosphaerulina chartarum,#9,1,#9.1,68.5,0.32,73.1,89,0,0
Ascomycota,Pleosporales,Didymellaceae,Leptosphaerulina,Leptosphaerulina chartarum,#9,1,#9.1,68.5,0.32,73.1,89,0,2
Ascomycota,Pleosporales,Didymellaceae,Leptosphaerulina,Leptosphaerulina australis,#9,1,#9.1,68.5,0.32,73.1,89,0,11
Ascomycota,Pleosporales,Didymellaceae,Leptosphaerulina,Leptosphaerulina australis,#9,1,#9.1,68.5,0.32,73.1,89,0,1246
Ascomycota,Pleosporales,Didymellaceae,Leptosphaerulina,Leptosphaerulina australis,#9,1,#9.1,68.5,0.32,73.1,89,0,6
Ascomycota,Pleosporales,Didymellaceae,Leptosphaerulina,Leptosphaerulina australis,#9,1,#9.1,68.5,0.32,73.1,89,0,8
Ascomycota,Pleosporales,Didymellaceae,Leptosphaerulina,Leptosphaerulina australis,#9,1,#9.1,68.5,0.32,73.1,89,0,6
Ascomycota,Pleosporales,Didymellaceae,Leptosphaerulina,Leptosphaerulina australis,#9,1,#9.1,68.5,0.32,73.1,89,0,18
Ascomycota,Pleosporales,Didymellaceae,Leptosphaerulina,Leptosphaerulina australis,#9,1,#9.1,68.5,0.32,73.1,89,0,1
Ascomycota,Pleosporales,Didymellaceae,Leptosphaerulina,Leptosphaerulina australis,#9,1,#9.1,68.5,0.32,73.1,89,0,9
Ascomycota,Pleosporales,Didymellaceae,Leptosphaerulina,Leptosphaerulina australis,#9,1,#9.1,68.5,0.32,73.1,89,0,0
Ascomycota,Pleosporales,Didymellaceae,Leptosphaerulina,Leptosphaerulina australis,#9,1,#9.1,68.5,0.32,73.1,89,0,4
Ascomycota,Pleosporales,Didymellaceae,Leptosphaerulina,Leptosphaerulina australis,#9,1,#9.1,68.5,0.32,73.1,89,0,1
Ascomycota,Pleosporales,Didymellaceae,Leptosphaerulina,Leptosphaerulina australis,#9,1,#9.1,68.5,0.32,73.1,89,0,2
Ascomycota,Pleosporales,Didymellaceae,Leptosphaerulina,Leptosphaerulina australis,#9,1,#9.1,68.5,0.32,73.1,89,0,69
Ascomycota,Pleosporales,Didymellaceae,Leptosphaerulina,Leptosphaerulina australis,#9,1,#9.1,68.5,0.32,73.1,89,0,3
Ascomycota,Pleosporales,Didymellaceae,Leptosphaerulina,Leptosphaerulina australis,#9,1,#9.1,68.5,0.32,73.1,89,0,3
Ascomycota,Pleosporales,Didymellaceae,Leptosphaerulina,Leptosphaerulina australis,#9,1,#9.1,68.5,0.32,73.1,89,0,0
Ascomycota,Pleosporales,Didymellaceae,Leptosphaerulina,Leptosphaerulina australis,#9,1,#9.1,68.5,0.32,73.1,89,0,26
Ascomycota,Pleosporales,Didymellaceae,Leptosphaerulina,Leptosphaerulina australis,#9,1,#9.1,68.5,0.32,73.1,89,0,1
Ascomycota,Pleosporales,Didymellaceae,Leptosphaerulina,Leptosphaerulina australis,#9,1,#9.1,68.5,0.32,73.1,89,0,0
Ascomycota,Pleosporales,Didymellaceae,Leptosphaerulina,Leptosphaerulina australis,#9,1,#9.1,68.5,0.32,73.1,89,0,7
Ascomycota,Pleosporales,Didymellaceae,Leptosphaerulina,Leptosphaerulina australis,#9,1,#9.1,68.5,0.32,73.1,89,0,5
Ascomycota,Pleosporales,Didymellaceae,Leptosphaerulina,Leptosphaerulina australis,#9,1,#9.1,68.5,0.32,73.1,89,0,0
Ascomycota,Dothideales,incertae sedis,Leptospora,Leptospora rubella,#11,1,#11.1,68.5,0.32,73.1,89,0,0
Ascomycota,Dothideales,incertae sedis,Leptospora,Leptospora rubella,#9,1,#9.1,68.5,0.32,73.1,89,0,3
Ascomycota,Pleosporales,Lophiostomataceae,Lophiostoma,Lophiostoma sp.,#11,1,#11.1,68.5,0.32,73.1,89,0,0
Ascomycota,Pleosporales,Lophiostomataceae,Lophiostoma,Lophiostoma corticola,#11,1,#11.1,68.5,0.32,73.1,89,0,0
Ascomycota,Pleosporales,Lophiostomataceae,Lophiostoma,Lophiostoma macrostomum,#11,1,#11.1,68.5,0.32,73.1,89,0,0
Ascomycota,Pleosporales,Lophiostomataceae,Lophiostoma,Lophiostoma macrostomoides,#11,1,#11.1,68.5,0.32,73.1,89,0,0
Ascomycota,Pleosporales,Lophiostomataceae,Lophiostoma,Lophiostoma macrostomum,#11,1,#11.1,68.5,0.32,73.1,89,0,0
Ascomycota,Pleosporales,Lophiostomataceae,Lophiostoma,Lophiostoma sp.,#11,1,#11.1,68.5,0.32,73.1,89,0,0
Ascomycota,Pleosporales,Lophiostomataceae,Lophiostoma,Lophiostoma sp.,#9,1,#9.1,68.5,0.32,73.1,89,0,0
Ascomycota,Pleosporales,Lophiostomataceae,Lophiostoma,Lophiostoma corticola,#9,1,#9.1,68.5,0.32,73.1,89,0,16
Ascomycota,Pleosporales,Lophiostomataceae,Lophiostoma,Lophiostoma macrostomum,#9,1,#9.1,68.5,0.32,73.1,89,0,0
Ascomycota,Pleosporales,Lophiostomataceae,Lophiostoma,Lophiostoma macrostomoides,#9,1,#9.1,68.5,0.32,73.1,89,0,0
Ascomycota,Pleosporales,Lophiostomataceae,Lophiostoma,Lophiostoma macrostomum,#9,1,#9.1,68.5,0.32,73.1,89,0,0
Ascomycota,Pleosporales,Lophiostomataceae,Lophiostoma,Lophiostoma sp.,#9,1,#9.1,68.5,0.32,73.1,89,0,2
Ascomycota,Mycosphaerellales,Mycosphaerellaceae,Mycosphaerella,Mycosphaerella valgourgensis,#11,1,#11.1,68.5,0.32,73.1,89,0,0
Ascomycota,Mycosphaerellales,Mycosphaerellaceae,Mycosphaerella,Mycosphaerella valgourgensis,#9,1,#9.1,68.5,0.32,73.1,89,0,10
Ascomycota,Pleosporales,Didymellaceae,Neoascochyta,Neoascochyta sp. ,#11,1,#11.1,68.5,0.32,73.1,89,0,0
Ascomycota,Pleosporales,Didymellaceae,Neoascochyta,Neoascochyta sp. ,#9,1,#9.1,68.5,0.32,73.1,89,0,0
Ascomycota,Pleosporales,Cucurbitaceae,Neocucurbitaria,Neocucurbitaria sp.,#11,1,#11.1,68.5,0.32,73.1,89,0,0
Ascomycota,Pleosporales,Cucurbitaceae,Neocucurbitaria,Neocucurbitaria sp.,#9,1,#9.1,68.5,0.32,73.1,89,0,0
Ascomycota,Mycosphaerellales,Neodevriesiaceae,Neodevriesia,Neodevriesia lagerstroemiae,#11,1,#11.1,68.5,0.32,73.1,89,0,12
Ascomycota,Mycosphaerellales,Neodevriesiaceae,Neodevriesia,Neodevriesia lagerstroemiae,#9,1,#9.1,68.5,0.32,73.1,89,0,8
Ascomycota,Pleosporales,Phaeosphaeriaceae,Neosetophoma,Neosetophoma sp.,#11,1,#11.1,68.5,0.32,73.1,89,0,0
Ascomycota,Pleosporales,Phaeosphaeriaceae,Neosetophoma,Neosetophoma sp. ,#11,1,#11.1,68.5,0.32,73.1,89,0,0
Ascomycota,Pleosporales,Phaeosphaeriaceae,Neosetophoma,Neosetophoma sp. ,#11,1,#11.1,68.5,0.32,73.1,89,0,0
Ascomycota,Pleosporales,Phaeosphaeriaceae,Neosetophoma,Neosetophoma sp.,#11,1,#11.1,68.5,0.32,73.1,89,0,0
Ascomycota,Pleosporales,Phaeosphaeriaceae,Neosetophoma,Neosetophoma sp.,#11,1,#11.1,68.5,0.32,73.1,89,0,0
Ascomycota,Pleosporales,Phaeosphaeriaceae,Neosetophoma,Neosetophoma sp.,#11,1,#11.1,68.5,0.32,73.1,89,0,0
Ascomycota,Pleosporales,Phaeosphaeriaceae,Neosetophoma,Neosetophoma sp.,#11,1,#11.1,68.5,0.32,73.1,89,0,0
Ascomycota,Pleosporales,Phaeosphaeriaceae,Neosetophoma,Neosetophoma sp,#11,1,#11.1,68.5,0.32,73.1,89,0,0
Ascomycota,Pleosporales,Phaeosphaeriaceae,Neosetophoma,Neosetophoma italica,#11,1,#11.1,68.5,0.32,73.1,89,0,0
Ascomycota,Pleosporales,Phaeosphaeriaceae,Neosetophoma,Neosetophoma italica,#11,1,#11.1,68.5,0.32,73.1,89,0,0
Ascomycota,Pleosporales,Phaeosphaeriaceae,Neosetophoma,Neosetophoma italica,#11,1,#11.1,68.5,0.32,73.1,89,0,0
Ascomycota,Pleosporales,Phaeosphaeriaceae,Neosetophoma,Neosetophoma italica,#11,1,#11.1,68.5,0.32,73.1,89,0,0
Ascomycota,Pleosporales,Phaeosphaeriaceae,Neosetophoma,Neosetophoma sp. ,#11,1,#11.1,68.5,0.32,73.1,89,0,0
Ascomycota,Pleosporales,Phaeosphaeriaceae,Neosetophoma,Neosetophoma sp.,#9,1,#9.1,68.5,0.32,73.1,89,0,0
Ascomycota,Pleosporales,Phaeosphaeriaceae,Neosetophoma,Neosetophoma sp. ,#9,1,#9.1,68.5,0.32,73.1,89,0,0
Ascomycota,Pleosporales,Phaeosphaeriaceae,Neosetophoma,Neosetophoma sp. ,#9,1,#9.1,68.5,0.32,73.1,89,0,0
Ascomycota,Pleosporales,Phaeosphaeriaceae,Neosetophoma,Neosetophoma sp.,#9,1,#9.1,68.5,0.32,73.1,89,0,0
Ascomycota,Pleosporales,Phaeosphaeriaceae,Neosetophoma,Neosetophoma sp.,#9,1,#9.1,68.5,0.32,73.1,89,0,0
Ascomycota,Pleosporales,Phaeosphaeriaceae,Neosetophoma,Neosetophoma sp.,#9,1,#9.1,68.5,0.32,73.1,89,0,0
Ascomycota,Pleosporales,Phaeosphaeriaceae,Neosetophoma,Neosetophoma sp.,#9,1,#9.1,68.5,0.32,73.1,89,0,1
Ascomycota,Pleosporales,Phaeosphaeriaceae,Neosetophoma,Neosetophoma sp,#9,1,#9.1,68.5,0.32,73.1,89,0,0
Ascomycota,Pleosporales,Phaeosphaeriaceae,Neosetophoma,Neosetophoma italica,#9,1,#9.1,68.5,0.32,73.1,89,0,22
Ascomycota,Pleosporales,Phaeosphaeriaceae,Neosetophoma,Neosetophoma italica,#9,1,#9.1,68.5,0.32,73.1,89,0,1
Ascomycota,Pleosporales,Phaeosphaeriaceae,Neosetophoma,Neosetophoma italica,#9,1,#9.1,68.5,0.32,73.1,89,0,6
Ascomycota,Pleosporales,Phaeosphaeriaceae,Neosetophoma,Neosetophoma italica,#9,1,#9.1,68.5,0.32,73.1,89,0,2
Ascomycota,Pleosporales,Phaeosphaeriaceae,Neosetophoma,Neosetophoma sp. ,#9,1,#9.1,68.5,0.32,73.1,89,0,0
Ascomycota,Pleosporales,Lophiostomataceae,Neovaginatispora,Neovaginatispora fuckelii,#11,1,#11.1,68.5,0.32,73.1,89,0,0
Ascomycota,Pleosporales,Lophiostomataceae,Neovaginatispora,Neovaginatispora fuckelii,#9,1,#9.1,68.5,0.32,73.1,89,0,0
Basidiomycota,Tremellales,Rhynchogastremataceae,Papiliotrema,Papiliotrema flavescens,#11,1,#11.1,68.5,0.32,73.1,89,0,0
Basidiomycota,Tremellales,Rhynchogastremataceae,Papiliotrema,Papiliotrema flavescens,#9,1,#9.1,68.5,0.32,73.1,89,0,0
Ascomycota,Pleosporales,Didymosphaeriaceae,Paraconiothyrium,Paraconiothyrium sp.,#11,1,#11.1,68.5,0.32,73.1,89,0,0
Ascomycota,Pleosporales,Didymosphaeriaceae,Paraconiothyrium,Paraconiothyrium sp. ,#11,1,#11.1,68.5,0.32,73.1,89,0,0
Ascomycota,Pleosporales,Didymosphaeriaceae,Paraconiothyrium,Paraconiothyrium sp. ,#11,1,#11.1,68.5,0.32,73.1,89,0,0
Ascomycota,Pleosporales,Didymosphaeriaceae,Paraconiothyrium,Paraconiothyrium sp. ,#11,1,#11.1,68.5,0.32,73.1,89,0,0
Ascomycota,Pleosporales,Didymosphaeriaceae,Paraconiothyrium,Paraconiothyrium sp. ,#11,1,#11.1,68.5,0.32,73.1,89,0,0
Ascomycota,Pleosporales,Didymosphaeriaceae,Paraconiothyrium,Paraconiothyrium sp.,#9,1,#9.1,68.5,0.32,73.1,89,0,22
Ascomycota,Pleosporales,Didymosphaeriaceae,Paraconiothyrium,Paraconiothyrium sp. ,#9,1,#9.1,68.5,0.32,73.1,89,0,7
Ascomycota,Pleosporales,Didymosphaeriaceae,Paraconiothyrium,Paraconiothyrium sp. ,#9,1,#9.1,68.5,0.32,73.1,89,0,0
Ascomycota,Pleosporales,Didymosphaeriaceae,Paraconiothyrium,Paraconiothyrium sp. ,#9,1,#9.1,68.5,0.32,73.1,89,0,5
Ascomycota,Pleosporales,Didymosphaeriaceae,Paraconiothyrium,Paraconiothyrium sp. ,#9,1,#9.1,68.5,0.32,73.1,89,0,8
Ascomycota,Pleosporales,Parapyrenochaetaceae,Parapyrenochaeta,Parapyrenochaeta sp.,#11,1,#11.1,68.5,0.32,73.1,89,0,0
Ascomycota,Pleosporales,Parapyrenochaetaceae,Parapyrenochaeta,Parapyrenochaeta sp.,#9,1,#9.1,68.5,0.32,73.1,89,0,3
Basidiomycota,Russulales,Peniophoraceae,Peniophora,Peniophora limitata,#11,1,#11.1,68.5,0.32,73.1,89,0,2
Basidiomycota,Russulales,Peniophoraceae,Peniophora,Peniophora limitata,#9,1,#9.1,68.5,0.32,73.1,89,0,33
Ascomycota,Lichenostigmatales,Phaeococcomycetaceae,Phaeococcomyces,Phaeococcomyces sp.,#11,1,#11.1,68.5,0.32,73.1,89,0,0
Ascomycota,Lichenostigmatales,Phaeococcomycetaceae,Phaeococcomyces,Phaeococcomyces sp.,#9,1,#9.1,68.5,0.32,73.1,89,0,23
Ascomycota,Pleosporales,Phaeosphaeriaceae,Phaeosphaeria,Phaeosphaeria sp. ,#11,1,#11.1,68.5,0.32,73.1,89,0,1
Ascomycota,Pleosporales,Phaeosphaeriaceae,Phaeosphaeria,Phaeosphaeria sp. ,#9,1,#9.1,68.5,0.32,73.1,89,0,1
Ascomycota,Pleosporales,Phaeosphaeriaceae,Phaeosphaeriopsis,Phaeosphaeriopsis sp.,#11,1,#11.1,68.5,0.32,73.1,89,0,0
Ascomycota,Pleosporales,Phaeosphaeriaceae,Phaeosphaeriopsis,Phaeosphaeriopsis sp. ,#11,1,#11.1,68.5,0.32,73.1,89,0,1
Ascomycota,Pleosporales,Phaeosphaeriaceae,Phaeosphaeriopsis,Phaeosphaeriopsis sp.,#9,1,#9.1,68.5,0.32,73.1,89,0,4
Ascomycota,Pleosporales,Phaeosphaeriaceae,Phaeosphaeriopsis,Phaeosphaeriopsis sp. ,#9,1,#9.1,68.5,0.32,73.1,89,0,1
Ascomycota,Helotiales,Mollisiaceae,Phialocephala,Phialocephala sp.,#11,1,#11.1,68.5,0.32,73.1,89,0,1
Ascomycota,Helotiales,Mollisiaceae,Phialocephala,Phialocephala sp.,#9,1,#9.1,68.5,0.32,73.1,89,0,6
